RegionName,State,Metro,CountyName,SizeRank,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,AVERAGE,,Metro,Average
Edgewater,FL,Daytona Beach,Volusia,1848,155450,149900,154900,155000,164900,169900,165000,162250,166250,164000,159900,159900,160612.5,,,
Flagler Beach,FL,Daytona Beach,Flagler,6145,336900,335000,325000,324450,324900,314900,321500,312450,315630,327450,299000,317765,321245.4167,,,
New Smyrna Beach,FL,Daytona Beach,Volusia,2756,289000,289900,296900,289000,283749.5,290000,289000,290000,289000,295000,299900,315000,293037.4583,,,
Orange City,FL,Daytona Beach,Volusia,2482,116500,119274.5,123000,132000,122950,124900,129950,129900,141000,149700,149900,144900,131997.875,,,
Ormond Beach,FL,Daytona Beach,Volusia,1381,235000,244000,241249.5,249900,249919,259900,259900,256450,256450,258600,250000,250000,250947.375,,,
Palm Coast,FL,Daytona Beach,Flagler,538,239900,245000,242575,249900,249900,249900,250000,249900,249900,249900,245900,240000,246897.9167,,,
Ponce Inlet,FL,Daytona Beach,Volusia,5493,349000,349900,359000,347500,354250,363450,354700,349500,349900,379000,379450,426450,363508.3333,,,
Port Orange,FL,Daytona Beach,Volusia,832,225000,225000,234900,229900,239000,229000,225000,229900,225000,226000,219700,219000,227283.3333,,,
Samsula-Spruce Creek,FL,Daytona Beach,Volusia,5760,437500,415000,454950,449500,474900,487250,488500,5.00E+05,419900,464900,499000,509500,466741.6667,,,
South Daytona,FL,Daytona Beach,Volusia,3420,147450,149949.5,152499.5,155500,164950,162450,165000,173450,163447.5,155000,159900,164900,159541.375,,,
Deridder,LA,De Ridder,Beauregard,5898,134750,135000,139950,143950,142900,147450,145000,157500,154450,144000,139500,139500,143662.5,,,
Decatur,IL,Decatur,Macon,404,89898.5,84900,85200,89900,89900,91700,90750,91700,89900,89900,83900,79000,88054.04167,,,
Decatur,AL,Decatur,Morgan,982,131250,134900,129900,129900,129900,131202.5,135000,134900,134900,131500,128700,124900,131412.7083,,,
Hartselle,AL,Decatur,Morgan,2441,144500,134950,144200,142500,148250,149900,154900,149900,139900,139900,135450,124500,142404.1667,,,
Moulton,AL,Decatur,Lawrence,4174,138700,139900,154900,137200,133250,149900,149900,132500,124900,119900,124400,119900,135445.8333,,,
Mount Zion,IL,Decatur,Macon,5618,,,,139450,142400,145950,139900,137200,139900,130950,149900,133250,139877.7778,,,
Priceville,AL,Decatur,Morgan,6953,200450,202100,205650,208150,201197.5,201395,203281,201390.5,186505,204995,212282.5,213732.5,203427.4167,,,
Del Rio,TX,Del Rio,Val Verde,1059,174900,175000,175000,181500,172450,172450,175000,169500,167000,174950,168900,164900,172629.1667,,,
Deming,NM,Deming,Luna,2042,115000,110000,110000,115000,115000,119900,119900,122900,118000,120000,115000,119900,116716.6667,,,
Arvada,CO,Denver,Jefferson,372,409490,399900,405000,399999,389900,385000,389900,385900,390000,385000,385000,399500,393715.75,,,
Aurora,CO,Denver,Arapahoe,55,305000,297953,299900,311750,299900,3.00E+05,305000,3.00E+05,305000,3.00E+05,299950,3.00E+05,302037.75,,,
Bailey,CO,Denver,Park,5919,,374000,399450,388950,414950,389950,369900,375000,380000,380000,389000,375000,385109.0909,,,
Brighton,CO,Denver,Adams,1268,320950,320000,325000,330000,325000,339000,339000,340000,339000,335000,339950,339579,332706.5833,,,
Broomfield,CO,Denver,Broomfield,826,438990,455000,449500,429950,436467.5,434447.5,438997.5,449450,457500,465000,467386.5,471950,449553.25,,,
Castle Rock,CO,Denver,Douglas,873,471700,489900,491132.5,498900,515000,519000,499990,505000,499910,497699,5.00E+05,494600,498569.2917,,,
Centennial,CO,Denver,Arapahoe,368,399950,398307.5,407495,427905,425000,427452.5,428500,425000,429900,434250,439900,430000,422805,,,
Cherry Hills Village,CO,Denver,Arapahoe,5077,2350000,2270000,2195000,2075000,2325000,2322000,2250000,2350000,2287000,2349000,2495000,2499000,2313916.667,,,
Columbine,CO,Denver,Jefferson,2016,370000,384900,397000,395000,396000,395000,389000,389000,388750,385000,385000,375000,387470.8333,,,
Commerce City,CO,Denver,Adams,1331,314950,311950,317450,326500,333475,334900,329900,325000,324904,325000,326000,329900,324994.0833,,,
Conifer,CO,Denver,Jefferson,5608,525000,510000,469000,499000,499900,479900,499000,499500,495000,499000,489450,510000,497895.8333,,,
Denver,CO,Denver,Denver,24,435000,449000,459000,459000,465000,459000,449000,439900,449500,445000,445000,439000,449450,,,
Elizabeth,CO,Denver,Elbert,3734,490000,538000,525000,516300,499900,509000,519900,519900,499900,499900,472450,467449.5,504808.2917,,,
Englewood,CO,Denver,Arapahoe,1424,315000,315000,315000,319950,325000,319250,319900,325000,327500,322800,324973,329250,321551.9167,,,
Evergreen,CO,Denver,Jefferson,2088,650000,672450,695000,682500,694450,679755,644450,607500,638000,630000,655000,685000,661175.4167,,,
Fairplay,CO,Denver,Park,7075,339900,350000,339900,325000,324450,325000,327450,324000,339900,339900,372400,381750,340804.1667,,,
Highlands Ranch,CO,Denver,Douglas,377,458500,467000,494000,470000,467000,455000,459900,475000,463000,450000,450000,462500,464325,,,
Ken Caryl,CO,Denver,Jefferson,1368,340000,352950,350000,340000,350000,348950,339000,348000,345975,344900,335000,335000,344147.9167,,,
Lakewood,CO,Denver,Jefferson,189,375000,379900,374900,369900,385000,395000,369900,365000,370000,374950,370000,365000,374545.8333,,,
Larkspur,CO,Denver,Douglas,6364,605000,611999.5,625000,636250,645000,649000,655000,650000,630000,625000,625000,624597.5,631820.5833,,,
Littleton,CO,Denver,Arapahoe,1201,417000,389950,389000,389450,387000,4.00E+05,4.00E+05,383750,399000,399999,405000,422500,398554.0833,,,
Lone Tree,CO,Denver,Douglas,3492,683500,742500,669900,697950,659000,677000,679000,664975,749950,750000,760000,760000,707814.5833,,,
Morrison,CO,Denver,Jefferson,2971,525000,547000,554500,536000,536000,549950,549900,549500,524900,534900,525000,575000,542304.1667,,,
Northglenn,CO,Denver,Adams,1453,254950,265000,269000,271900,273150,279499.5,279499.5,282000,284900,284950,285000,289900,276645.75,,,
Parker,CO,Denver,Douglas,470,459975,474900,475000,479975,478900,479900,480000,479625,477900,476950,485000,484950,477756.25,,,
Roxborough Park,CO,Denver,Douglas,4932,489900,489900,511450,525000,599450,566000,529500,590000,6.00E+05,579950,604049.5,549777,552914.7083,,,
Sedalia,CO,Denver,Douglas,5678,675000,662450,703800,703800,725000,725000,695000,682600,682600,682600,682600,609500,685829.1667,,,
Sherrelwood,CO,Denver,Adams,3088,,,250000,253500,251000,265000,269000,259950,265000,269000,269900,267450,261980,,,
Thornton,CO,Denver,Adams,267,359925,359000,369950,362000,357000,349500,335000,339900,349900,340000,340000,355102.5,351439.7917,,,
Welby,CO,Denver,Adams,3379,205450,208000,213950,205000,210000,184950,180000,180000,183500,199000,197000,197000,196987.5,,,
Westminster,CO,Denver,Adams,269,349800,319990,319950,325000,321950,323450,329500,326500,330000,342250,338250,337500,330345,,,
Wheat Ridge,CO,Denver,Jefferson,1878,459000,429950,419000,395000,379950,389950,407500,388000,380000,385000,385000,375000,399445.8333,,,
Adel,IA,Des Moines,Dallas,4746,299900,302275,309900,317500,309000,287250,284000,287250,284865,284932.5,290500,3.00E+05,296447.7083,,,
Altoona,IA,Des Moines,Polk,3283,215800,215000,215600,215000,215000,219950,219950,225000,223450,221000,225000,229900,220054.1667,,,
Ankeny,IA,Des Moines,Polk,1178,248950,250910,250000,259900,257200,254975,258775,254900,259650,259900,267000,268554.5,257559.5417,,,
Bondurant,IA,Des Moines,Polk,5891,238250,248185,247542.5,245750,239900,244900,236250,235250,235086,235043,244900,249000,241671.375,,,
Clive,IA,Des Moines,Polk,3162,324950,324950,339000,339900,323700,315000,296250,338950,342200,345000,332250,342950,330425,,,
Des Moines,IA,Des Moines,Polk,117,110450,114900,117900,119900,121950,125000,125000,125000,124900,124900,124250,124260,121534.1667,,,
Granger,IA,Des Moines,Polk,6170,,,,,274000,274950,273950,274507.5,273557.5,280500,276000,276000,275433.125,,,
Grimes,IA,Des Moines,Polk,4367,227250,239900,249700,249900,249950,250000,258950,258900,261000,275700,275000,274000,255854.1667,,,
Johnston,IA,Des Moines,Polk,3078,325000,335000,329450,310000,296000,304900,319000,319500,302500,310000,324900,305000,315104.1667,,,
Norwalk,IA,Des Moines,Warren,4477,279900,271075,229700,232950,229900,239900,229900,232950,237500,254579.5,244900,242900,243846.2083,,,
Panora,IA,Des Moines,Guthrie,6338,299900,309950,329500,382500,392450,351950,370000,360000,345000,340000,340000,335000,346354.1667,,,
Polk City,IA,Des Moines,Polk,4930,276700,250000,252000,251000,255000,284900,293950,296400,296622.5,296150,298150,297900,279064.375,,,
Urbandale,IA,Des Moines,Polk,1242,274900,280000,279900,289900,282000,269900,275000,265000,263900,269000,265000,274900,274116.6667,,,
Van Meter,IA,Des Moines,Dallas,6818,,54000,57000,58500,58500,59000,59500,60000,59500,60000,60000,59000,58636.36364,,,
Waukee,IA,Des Moines,Dallas,2692,279500,289900,289900,285000,274000,273000,275950,282900,282450,289950,280000,299000,283462.5,,,
West Des Moines,IA,Des Moines,Polk,770,212900,213700,219900,220000,225000,238500,239900,236900,234900,231000,229900,229900,227708.3333,,,
Winterset,IA,Des Moines,Madison,7080,222250,229000,249900,230000,230000,225000,219000,190000,194950,217000,217000,235750,221654.1667,,,
Algonac,MI,Detroit,Saint Clair,4026,149900,149450,149450,164900,169900,194900,199900,175000,175000,183900,173900,159000,170433.3333,,,
Allen Park,MI,Detroit,Wayne,1662,104000,106450,99999,109600,114900,114900,114900,114900,114900,116985,115000,109900,111369.5,,,
Almont,MI,Detroit,Lapeer,5355,194227,194900,196900,199000,196900,199450,199900,199900,199700,209950,219400,219900,202510.5833,,,
Attica,MI,Detroit,Lapeer,6389,150000,164900,189900,180000,182900,186000,179900,180000,179000,175000,177000,179000,176966.6667,,,
Berkley,MI,Detroit,Oakland,3220,197400,189250,195000,195000,199900,209900,199900,197300,199800,197500,184900,192500,196529.1667,,,
Beverly Hills,MI,Detroit,Oakland,4036,339985,377389,394950,394950,394000,385000,379900,349900,341992.5,359900,379950,387900,373818.0417,,,
Birmingham,MI,Detroit,Oakland,2406,650000,675000,670000,687450,699900,699900,679000,674800,679900,649900,650000,699000,676237.5,,,
Bloomfield Hills,MI,Detroit,Oakland,1040,580000,599000,590000,625499.5,599900,589950,599000,599450,599000,599900,599000,624900,600466.625,,,
Brighton,MI,Detroit,Livingston,1190,289000,289000,304900,305000,299700,298750,299900,293450,317900,315000,309900,314950,303120.8333,,,
Brownstown,MI,Detroit,Wayne,1570,189950,196000,195450,196000,214900,201950,182500,177450,179900,179950,179900,196250,190850,,,
Canton,MI,Detroit,Wayne,385,259900,259900,259900,269900,269900,269900,274949.5,259900,269945,269900,281450,299000,270378.7083,,,
Center Line,MI,Detroit,Macomb,4676,66250,69900,69950,75450,75450,74900,76950,74900,74900,74900,69900,74575,73168.75,,,
Chesterfield,MI,Detroit,Macomb,1058,185450,194900,182200,197900,189900,194950,199900,199950,199900,199000,198900,208900,195987.5,,,
Clarkston,MI,Detroit,Oakland,1047,307400,309900,319900,314900,303542.5,314900,315000,309950,324900,329795,338900,329900,318248.9583,,,
Clawson,MI,Detroit,Oakland,3509,144900,150000,156950,161950,169900,174900,169450,169900,169000,169900,168900,169900,164637.5,,,
Commerce Township,MI,Detroit,Oakland,1461,299900,302450,320000,319900,319900,329250,329950,330000,337250,334900,339900,341900,325441.6667,,,
Dearborn,MI,Detroit,Wayne,341,119900,119850,129900,139900,149900,149900,145000,135000,154950,148950,145000,149950,140683.3333,,,
Dearborn Heights,MI,Detroit,Wayne,750,89900,88800,89900,89999,99900,1.00E+05,114900,114900,114950,116500,114900,114900,104129.0833,,,
Eastpointe,MI,Detroit,Macomb,1448,60000,57900,57000,60000,63250,65000,67750,66144,68499,69700,69000,67000,64270.25,,,
Farmington Hills,MI,Detroit,Oakland,455,229450,225000,239950,253500,258500,260000,255000,259900,270000,254900,259700,249950,251320.8333,,,
Fort Gratiot,MI,Detroit,Saint Clair,3565,,,,173000,174700,167400,174900,171450,161200,154900,169000,168900,168383.3333,,,
Fowlerville,MI,Detroit,Livingston,3864,173450,184000,187200,195000,189000,186900,189900,189789,184299,185950,179900,186900,186024,,,
Fraser,MI,Detroit,Macomb,3045,125000,134500,134950,134900,141900,137000,135000,135000,134949.5,134900,136450,135000,134962.4583,,,
Garden City,MI,Detroit,Wayne,1827,84900,86000,89900,91000,92708.5,94900,99000,99800,99000,99900,99900,100409,94784.79167,,,
Grosse Ile,MI,Detroit,Wayne,4143,,,,,,,,,362000,299900,314950,296000,318212.5,,,
Grosse Pointe,MI,Detroit,Wayne,5330,,,,332000,349900,314450,321950,289900,302450,324950,297950,289000.5,313616.7222,,,
Grosse Pointe Woods,MI,Detroit,Wayne,2816,191000,195000,206000,206000,208000,215000,221950.5,219000,211000,207000,199950,189900,205816.7083,,,
Hamtramck,MI,Detroit,Wayne,2094,60000,69882,68000,65000,64900,69900,67249.5,70000,70000,71450,74900,69450,68394.29167,,,
Harper Woods,MI,Detroit,Wayne,3328,59900,54900,54900,60000,60000,59900,67900,69900,67575,68995,64900,67880,63062.5,,,
Harrison Township,MI,Detroit,Macomb,2312,149900,169000,171000,174900,184950,194950,175000,187700,187700,199900,194900,189900,181650,,,
Hazel Park,MI,Detroit,Oakland,2741,49900,54900,49695,49900,54900,57750,60000,59950,60750,59949.5,59999,59900,56466.125,,,
Highland,MI,Detroit,Oakland,2991,,,,,304949.5,277900,294900,265000,289900,299900,314950,310000,294687.4375,,,
Holly,MI,Detroit,Oakland,5083,157400,154900,169950,170000,174900,179450,179900,198250,189000,210450,216500,225000,185475,,,
Howell,MI,Detroit,Livingston,1019,225000,224444,225000,229900,243400,249000,250000,250305,250000,253900,249900,259900,242562.4167,,,
Huron Township,MI,Detroit,Wayne,2849,200900,199000,208400,209900,217500,226000,222499,206500,213500,207500,201900,206200,209983.25,,,
Imlay City,MI,Detroit,Lapeer,4277,164900,164900,164900,159750,159900,173000,169900,173950,172400,179450,179450,179900,170200,,,
Lapeer,MI,Detroit,Lapeer,1585,148500,144900,146100,149450,149900,150000,164950,157000,147500,144900,144900,139900,149000,,,
Leonard,MI,Detroit,Oakland,5515,349000,389500,360000,367200,369500,384750,391750,389000,389250,349000,340950,379900,371650,,,
Lincoln Park,MI,Detroit,Wayne,1209,54949.5,55000,57500,59900,64000,64900,65000,64900,62500,64950,69000,64900,62291.625,,,
Livonia,MI,Detroit,Wayne,339,154900,157500,159700,169900,173500,174900,177200,174999.5,175000,179900,175000,185400,171491.625,,,
Macomb Township,MI,Detroit,Macomb,452,279900,279900,279900,284900,285000,284900,279900,279900,280000,289900,287700,292450,283695.8333,,,
Madison Heights,MI,Detroit,Oakland,1530,109375,99700,95450,102400,105000,109950,110000,110000,110000,114950,110000,104999.5,106818.7083,,,
Marine City,MI,Detroit,Saint Clair,4557,113900,116900,115900,114900,113450,126450,119900,112000,125500,129450,125000,105000,118195.8333,,,
Marysville,MI,Detroit,Saint Clair,3944,123900,101900,109900,124900,124900,129900,129900,129000,119900,114400,113400,112900,119575,,,
Milford Township,MI,Detroit,Oakland,1893,374995,369000,349950,355000,360000,369900,379450,369900,370000,364900,369000,366950,366587.0833,,,
Mount Clemens,MI,Detroit,Macomb,3196,89900,79500,92000,94900,89900,96500,104900,99900,99900,96749.5,97949.5,89950,94337.41667,,,
New Baltimore,MI,Detroit,Macomb,3484,199824.5,199900,189950,189900,189450,189450,183000,187450,214900,214850,209999,212900,198464.4583,,,
New Hudson,MI,Detroit,Oakland,6172,287445,297445,296990,297945,307402.5,325000,314900,314900,322400,310000,311680,315000,308425.625,,,
North Branch,MI,Detroit,Lapeer,5547,125000,129900,132200,139900,139900,156900,151900,159900,151500,148450,147900,136950,143366.6667,,,
Northville,MI,Detroit,Wayne,1342,492000,475000,442500,449900,489500,5.00E+05,479900,466950,470000,522000,508500,515000,484270.8333,,,
Novi,MI,Detroit,Oakland,857,349900,358500,374900,389000,389000,385000,375000,359900,334900,359900,352209.5,376497,367058.875,,,
Oakland,MI,Detroit,Oakland,5321,558467.5,589900,579900,584250,591400,580000,599500,584950,597000,597000,594999.5,585000,586863.9167,,,
Orion,MI,Detroit,Oakland,1758,259700,270000,279000,279900,289900,302450,290000,290000,285000,3.00E+05,299990,3.00E+05,287161.6667,,,
Ortonville,MI,Detroit,Oakland,3983,237400,239900,240000,250000,255000,249900,255000,255000,259990,260950,259900,249900,251078.3333,,,
Oxford Township,MI,Detroit,Oakland,2271,309900,299900,299900,308000,309900,309450,304900,304900,294500,292175,289900,299900,301943.75,,,
Pinckney,MI,Detroit,Livingston,2928,238950,240000,243750,269900,284449,279450,279950,265000,265000,255000,231250,232675,257114.5,,,
Plymouth Township,MI,Detroit,Wayne,1256,277450,298000,307450,289900,323950,349900,339900,339000,347000,314900,299900,330000,318112.5,,,
Pontiac,MI,Detroit,Oakland,728,50000,49949.5,50000,49900,46700,48900,47450,49900,49900,49900,49700,47750,49170.79167,,,
Port Huron Township,MI,Detroit,Saint Clair,1177,79900,79900,79900,82450,92500,92500,84900,79900,83900,84900,84900,79900,83795.83333,,,
Redford,MI,Detroit,Wayne,935,63400,64900,64900,66900,65000,67763.5,69900,69950,69900,69925,69900,69900,67694.875,,,
Richmond,MI,Detroit,Macomb,3953,157950,157950,179000,179450,180000,189900,199800,199900,197500,193000,194750,195250,185370.8333,,,
Rochester,MI,Detroit,Oakland,3359,338500,349900,359900,369900,399900,416000,397000,398000,399900,394450,369900,397250,382550,,,
Rochester Hills,MI,Detroit,Oakland,546,293500,289900,299699.5,302040,307899,305000,3.00E+05,299900,305000,299950,299950,307000,300819.875,,,
Romeo,MI,Detroit,Macomb,3834,,,,297000,293950,282450,299000,314450,299900,295000,299198,289599,296727.4444,,,
Roseville,MI,Detroit,Macomb,992,60000,60000,64900,67950,74500,75000,75750,76900,79000,79900,79900,79897,72808.08333,,,
Royal Oak,MI,Detroit,Oakland,734,219950,219900,219900,224949.5,229000,225000,223000,225000,225000,224900,228500,246000,225924.9583,,,
Saint Clair Shores,MI,Detroit,Macomb,868,115000,115000,119000,119900,120000,124900,125000,125900,127900,124900,124890,121000,121949.1667,,,
Shelby Township,MI,Detroit,Macomb,521,254900,254900,259900,254900,274894.5,289000,289450,296990,287450,298950,294200,298500,279502.875,,,
South Lyon,MI,Detroit,Oakland,1789,339900,329900,329900,337000,340995,339900,349900,370000,359900,355995,376990,372400,350231.6667,,,
